TEXT,FROM_USER,CREATED_AT
"#lawdi getting started: ""What are some other useful tools for working with RDF, and what are they good for?""",paregorios,"Fri, 01 Jun 2012 19:42:15 +0000"
"#lawdi getting started: ""What are useful datasets that provide good URIs for entities we might want to include in our linked data?""",paregorios,"Fri, 01 Jun 2012 19:42:02 +0000"
"#lawdi getting started: ""How do I find out what vocabularies are available?""",paregorios,"Fri, 01 Jun 2012 19:41:50 +0000"
"#lawdi getting started: ""What Editor Should I Be Using to Write RDF?""",paregorios,"Fri, 01 Jun 2012 19:41:39 +0000"
"#lawdi getting started: ""How Can I Make Sure That I'm Creating Valid RDF?""",paregorios,"Fri, 01 Jun 2012 19:41:23 +0000"
RT @eltonteb: numismatics is a world of anarchy. No standards. And then came http://t.co/4C9USS2z to form a coalition of the willing #lawdi,magisterstevens,"Fri, 01 Jun 2012 19:41:19 +0000"
"#lawdi getting started: ""What Kind of Documentation and Tutorials are Available for Learning to Create RDF?'",paregorios,"Fri, 01 Jun 2012 19:40:58 +0000"
"it pleases me to no end that one can find hits for ""sheep"" in the Linked Open Vocabularies dataset http://t.co/z14lCjBf #lawdi",paregorios,"Fri, 01 Jun 2012 19:17:47 +0000"
Learning about Pelagios in the hack hour at #lawdi,portableant,"Fri, 01 Jun 2012 19:16:33 +0000"
The foaf explosion at #lawdi is great,portableant,"Fri, 01 Jun 2012 19:10:05 +0000"
I'm writing what I just said in the #lawdi getting started breakout into our shared google doc,paregorios,"Fri, 01 Jun 2012 19:04:14 +0000"
"+1 RT @paregorios: the #lawdi getting started group is foaf-i-fying itself // We did a ""Go FoaF yourself"" session at #c4l2009",chrpr,"Fri, 01 Jun 2012 19:01:11 +0000"
the #lawdi getting started group is foaf-i-fying itself,paregorios,"Fri, 01 Jun 2012 18:58:57 +0000"
"@ekansa @sebhth Not taking a stand, just thinking out loud. Lots of arguments for any-use licenses. #lawdi",JD_PhD,"Fri, 01 Jun 2012 18:56:43 +0000"
"Audience #breakout session changed to how Perseus, ANS, and ASCSA can share linked data #lawdi (unless others appear)",adreinhard,"Fri, 01 Jun 2012 18:53:20 +0000"
Breakout! #lawdi,JD_PhD,"Fri, 01 Jun 2012 18:49:16 +0000"
@ekansa @sebhth On the flip side non-commercial licenses push scholars towards #openAccess #lawdi,JD_PhD,"Fri, 01 Jun 2012 18:47:42 +0000"
#lawdi Audience breakout session has @menetys @bridgettealmas and @adreinhard on the 6th floor. Where are the rest for this #breakout?,adreinhard,"Fri, 01 Jun 2012 18:46:45 +0000"
"Trying to follow the #lawdi conference via twitter, interesting tweets on #digitalclassics #opendata #aechaeology #research via @eltonteb",MarionaAragay,"Fri, 01 Jun 2012 18:44:59 +0000"
#lawdi about to start breakout sessions,elli_m,"Fri, 01 Jun 2012 18:44:51 +0000"
RT @ekansa: #lawdi @sebhth I'd add a non-commercial license makes it hard to republish data in sold articles / papers. Lots of desired uses made harder,rdhyee,"Fri, 01 Jun 2012 18:33:55 +0000"
#lawdi @sebhth I'd add a non-commercial license makes it hard to republish data in sold articles / papers. Lots of desired uses made harder,ekansa,"Fri, 01 Jun 2012 18:31:46 +0000"
Subject of Open Annotation at #lawdi - RS incorporation of OA into CRM documented and available at http://t.co/9OejSM5D,ResearchSpace,"Fri, 01 Jun 2012 18:31:40 +0000"
"Best faux pas of #lawdi by @sebhth, not fair to document it though :)",portableant,"Fri, 01 Jun 2012 18:31:28 +0000"
Tweet race on Sebastian's looting comment begins #lawdi,Pompeiana79,"Fri, 01 Jun 2012 18:30:31 +0000"
Ethics of collecting/ numismatics has just come up #lawdi Agree with Meadows and Heath in different ways.,portableant,"Fri, 01 Jun 2012 18:30:30 +0000"
Do not put a no-commercial use license on ancient coin data @sebhth #lawdi,adreinhard,"Fri, 01 Jun 2012 18:30:18 +0000"
#lawdi @sebhth notes how non-commercial restrictions in licenses hurt public engagement,ekansa,"Fri, 01 Jun 2012 18:30:00 +0000"
@chrpr I've used twitter bootstrap for ui and everything is built by me. I guess the same for @ewg118 on interfaces #lawdi,portableant,"Fri, 01 Jun 2012 18:28:06 +0000"
@stueve @ewg118 @portableant @sgillies #arkdb (discussed by Adam yesterday) also makes search results as Atom feeds #lawdi,ekansa,"Fri, 01 Jun 2012 18:27:59 +0000"
"@portableant @ewg118 both *really* nice UI's on top, too. Are both purely homegrown front-ends? #lawdi",chrpr,"Fri, 01 Jun 2012 18:27:03 +0000"
#lawdi awesomesauce is making me want to go do that silly 2nd masters in archaeology... #fb,chrpr,"Fri, 01 Jun 2012 18:24:38 +0000"
#lawdi @ewg118 Gotta use http://t.co/XfWq3QtR fuzzy searches to get URIs from http://t.co/XfWq3QtR for RICs in OpenContext,ekansa,"Fri, 01 Jun 2012 18:23:32 +0000"
Think numismatics are the best opportunity for linked data (quickly implemented) across huge swathes of data #lawdi,portableant,"Fri, 01 Jun 2012 18:22:06 +0000"
Great interlinking between http://t.co/TTa3l00D and #pleiades @ewg118 #lawdi,adreinhard,"Fri, 01 Jun 2012 18:21:41 +0000"
"#lawdi @ewg118 @portableant @sgillies Portable Antiquities, Numishare, and OpenContext all share query results a Atom",ekansa,"Fri, 01 Jun 2012 18:21:03 +0000"
@ewg118 showing the possibility of faceted browsing for fuzzy searches for the academic or the same data as atom feed for the techie #lawdi,eltonteb,"Fri, 01 Jun 2012 18:20:55 +0000"
Damn @ewg118 doing mad cool things in Numishare with SOLR. Fuzzy search on inscription for field archeologists to match known coins! #lawdi,chrpr,"Fri, 01 Jun 2012 18:20:52 +0000"
#lawdi @ewg118 continuing the amazing work on ancient coins. I am jealous at what relatively mature linked data can do!,ekansa,"Fri, 01 Jun 2012 18:20:00 +0000"
Ethan is showing exactly how useful these numismatic dbs are for the lay numismatist or find specialist #lawdi,portableant,"Fri, 01 Jun 2012 18:19:52 +0000"
#lawdi Online Coinage of the Roman Empire (OCRE) - unique ids for Roman coin types (4K) http://t.co/S9A92HdB,elli_m,"Fri, 01 Jun 2012 18:19:01 +0000"
"#lawdi, there are 40,000+ unique Roman Imperial Coin types",davidamichelson,"Fri, 01 Jun 2012 18:16:18 +0000"
"RT @eltonteb: @ewg118 Ethan ""three-frozen-margueritas"" Gruber takes up the nomisma story #lawdi",portableant,"Fri, 01 Jun 2012 18:15:54 +0000"
"RT @eltonteb: @ewg118 Ethan ""three-frozen-margueritas"" Gruber takes up the nomisma story #lawdi",ekansa,"Fri, 01 Jun 2012 18:15:46 +0000"
Ethan is showing the great work he has done on OCRE and numishare #lawdi,portableant,"Fri, 01 Jun 2012 18:15:37 +0000"
"#lawdi Ethan Gruber demonstrating some numismatic projects, and the xml schema for NUDS (numismatic Desccription Schema)",elli_m,"Fri, 01 Jun 2012 18:15:02 +0000"
"@ewg118 Ethan ""three-frozen-margueritas"" Gruber takes up the nomisma story #lawdi",eltonteb,"Fri, 01 Jun 2012 18:14:39 +0000"
Buzz word bingo! @ewg118 #lawdi,portableant,"Fri, 01 Jun 2012 18:14:08 +0000"
"RT @portableant: Now on stage, chief party animal Ethan Gruber @ewg118 talking about the under the hood bits and bobs #lawdi",eltonteb,"Fri, 01 Jun 2012 18:13:07 +0000"
"Now on stage, chief party animal Ethan Gruber @ewg118 talking about the under the hood bits and bobs #lawdi",portableant,"Fri, 01 Jun 2012 18:12:18 +0000"
There are also fairly large collector databases on-line already. Should they be incorporated? #lawdi,JD_PhD,"Fri, 01 Jun 2012 18:11:53 +0000"
Nomisma sounds so civilized! so organized! Making me appreciate numismatics more than ever. #LAWDI,ByzCapp,"Fri, 01 Jun 2012 18:10:59 +0000"
"#lawdi meadows: great quote ""I do what Sebastian @sebhth tells me""",ekansa,"Fri, 01 Jun 2012 18:10:48 +0000"
"No mention of die links #lawdi, or am I deaf?",portableant,"Fri, 01 Jun 2012 18:10:11 +0000"
"RT @eltonteb: The four pillars of numismatics: hoards, finds, collections and corpora (mint studies). Now we can link between them #lawdi",portableant,"Fri, 01 Jun 2012 18:09:43 +0000"
"The four pillars of numismatics: hoards, finds, collections and corpora (mint studies). Now we can link between them #lawdi",eltonteb,"Fri, 01 Jun 2012 18:09:31 +0000"
RT @eltonteb: numismatics is a world of anarchy. No standards. And then came http://t.co/4C9USS2z to form a coalition of the willing #lawdi,portableant,"Fri, 01 Jun 2012 18:08:19 +0000"
The Nomisma project is being shown off at organisational level by Meadows. Huge collaboration and scoped for linked numismatics data. #lawdi,portableant,"Fri, 01 Jun 2012 18:08:03 +0000"
RT @eltonteb: numismatics is a world of anarchy. No standards. And then came http://t.co/4C9USS2z to form a coalition of the willing #lawdi,hannahdecker,"Fri, 01 Jun 2012 18:07:31 +0000"
numismatics is a world of anarchy. No standards. And then came http://t.co/4C9USS2z to form a coalition of the willing #lawdi,eltonteb,"Fri, 01 Jun 2012 18:07:11 +0000"
RT @eltonteb: by weight of coin alone we can demonstrate a tendency towards monetary unification towards the end of the 4C #lawdi #theancienteuro,portableant,"Fri, 01 Jun 2012 18:07:09 +0000"
#lawdi http://t.co/228C22kT is a collaborative effort to provide stable digital effort to represent numismatic concepts and entities,elli_m,"Fri, 01 Jun 2012 18:06:36 +0000"
Just did a quick recount on @findsorguk and we have 294000 coins and this doesn't include the hoards! #lawdi,portableant,"Fri, 01 Jun 2012 18:05:50 +0000"
Andrew Meadows points out that massive quantities of existing coins presents great opportunities as well as great challenges. #lawdi,perrycollins,"Fri, 01 Jun 2012 18:05:39 +0000"
by weight of coin alone we can demonstrate a tendency towards monetary unification towards the end of the 4C #lawdi #theancienteuro,eltonteb,"Fri, 01 Jun 2012 18:05:19 +0000"
RT @ostephens: the CLOCK project looking at some of these issues eg http://t.co/IyBI8yKJ #lawdi,chrpr,"Fri, 01 Jun 2012 18:05:08 +0000"
I've become a pseudo-numismatist since joining @findsorguk #lawdi,portableant,"Fri, 01 Jun 2012 18:03:58 +0000"
Numismatics! Nobody thinks of coins as inscriptions....but they are. #lawdi,kimtruck,"Fri, 01 Jun 2012 18:01:59 +0000"
"RT @chrpr: My #lawdi takeaway so far: Dig co-location establishes implicit & *widely* applicable relationships between people, places, eras & things.",portableant,"Fri, 01 Jun 2012 18:01:50 +0000"
"#lawdi coins are not only as types, but as aggregates - quantifiable",elli_m,"Fri, 01 Jun 2012 18:01:39 +0000"
"AMeadows: figures in mythology=glue that links many categories of info we work with (pots, poetry, coins) #LAWDI",ByzCapp,"Fri, 01 Jun 2012 18:00:58 +0000"
RT @sgillies: Coins are eminently linkable! -- @Menetys #lawdi,eltonteb,"Fri, 01 Jun 2012 18:00:11 +0000"
"My #lawdi takeaway so far: Dig co-location establishes implicit & *widely* applicable relationships between people, places, eras & things.",chrpr,"Fri, 01 Jun 2012 18:00:08 +0000"
"Coins provide information about: provenance, people (and roles), known points of discovery (contexts), iconography, time #lawdi",eltonteb,"Fri, 01 Jun 2012 17:59:53 +0000"
Coins are eminently linkable! -- @Menetys #lawdi,sgillies,"Fri, 01 Jun 2012 17:59:28 +0000"
"RT @adreinhard: Andrew Meadows: Moses Finley was ""wrong, wrong, wrong"" about ancient coins #lawdi",portableant,"Fri, 01 Jun 2012 17:58:56 +0000"
Coins are the easiest bit for @findsorguk to catalogue. #lawdi and we're fully signed up for http://t.co/6cwr9NVf,portableant,"Fri, 01 Jun 2012 17:58:39 +0000"
"AMeadows: ""Linked Data offers powerful way to get numismatic material into interdisciplinary work"" #LAWDI",ByzCapp,"Fri, 01 Jun 2012 17:58:26 +0000"
#lawdi coins not studied even in economic histories of ancient world. numismatics not integrated into rest of classical scholarship,elli_m,"Fri, 01 Jun 2012 17:58:14 +0000"
"Andrew Meadows: Moses Finley was ""wrong, wrong, wrong"" about ancient coins #lawdi",adreinhard,"Fri, 01 Jun 2012 17:58:11 +0000"
Numismatics has done a terrible job of integrating itself into the study of the ancient world. But coins are eminently linkable #lawdi,eltonteb,"Fri, 01 Jun 2012 17:57:44 +0000"
"Andy's really going for the Numismatics history, my colleagues would be in heaven, if they hadn't heard it before! #lawdi",portableant,"Fri, 01 Jun 2012 17:57:42 +0000"
#lawdi andrew meadows ANS talking about how coins will leap from 19thc->21stc by means of linked data,elli_m,"Fri, 01 Jun 2012 17:57:15 +0000"
"What's so good about coins? #lawdi Loads: logical, tie to place. people, time. Greek numismatics are messy.",portableant,"Fri, 01 Jun 2012 17:56:39 +0000"
a talk without curly brackets #lawdi,eltonteb,"Fri, 01 Jun 2012 17:56:31 +0000"
Whenever Numismatics people here mention coins I think about Context Objects In Span & OpenURLs. Library Tech has broken my brain. #lawdi,chrpr,"Fri, 01 Jun 2012 17:55:55 +0000"
"Andrew Meadows entones ""Time for some coins"" #lawdi",eltonteb,"Fri, 01 Jun 2012 17:55:10 +0000"
What the missing ontologies in our fields? Is this a barrier to sharing more data? #lawdi,JD_PhD,"Fri, 01 Jun 2012 17:44:33 +0000"
RT @chrpr: @tmtn @portableant #lawdi bandname: Sheepgoat Gubstep,tmtn,"Fri, 01 Jun 2012 17:44:10 +0000"
Deans don't care whether data are shared. @eltonteb: @ekansa Q. How to convince your Dean about making your data open? #lawdi,JD_PhD,"Fri, 01 Jun 2012 17:43:18 +0000"
RT @sebhth: http://t.co/bQKwdYun #LAWDI Journal of Open Archaeological Data,eltonteb,"Fri, 01 Jun 2012 17:41:57 +0000"
"@ekansa Q. How to convince your Dean about making your data open? A. Cool, non-trivial research outcomes that link to web of data #lawdi",eltonteb,"Fri, 01 Jun 2012 17:41:41 +0000"
http://t.co/bQKwdYun #LAWDI Journal of Open Archaeological Data,sebhth,"Fri, 01 Jun 2012 17:41:11 +0000"
"Actually, need to ask @ekansa about minimum reconcilable data format. Encyc of life not in freebase. Can we do same w Harvard bibs? #lawdi",chrpr,"Fri, 01 Jun 2012 17:39:54 +0000"
#lawdi Pls populate the dig. classicist wiki and the DiRT wiki w/ your tools and projects http://t.co/LQTCkzgk and http://t.co/gEIJdDL4,kalvesmaki,"Fri, 01 Jun 2012 17:38:02 +0000"
RT @kalvesmaki: Some of us outside of #lawdi are reading with interest. Until it's beer time.,portableant,"Fri, 01 Jun 2012 17:35:58 +0000"
"@ekansa When using reconciliation service, need the human in the loop to clean up the data, to sort out the sheep from the goats #lawdi",eltonteb,"Fri, 01 Jun 2012 17:35:54 +0000"
Some of us outside of #lawdi are reading with interest. Until it's beer time.,kalvesmaki,"Fri, 01 Jun 2012 17:35:17 +0000"
Is this a better #LAWDI program than what you have? http://t.co/RuKH3s6m @StevenEllis74,tronchin,"Fri, 01 Jun 2012 17:35:14 +0000"
@tmtn @portableant #lawdi bandname: Sheepgoat Gubstep,chrpr,"Fri, 01 Jun 2012 17:34:56 +0000"
Yikes. RT @StevenEllis74: Anyone know where to find a program for #LAWDI that contains more info than just the surnames of the speakers?,tronchin,"Fri, 01 Jun 2012 17:34:12 +0000"
@chrpr I think @tfmorris does/did things with @openlibrary and Freebase linking #lawdi #lodlam,bencomp,"Fri, 01 Jun 2012 17:30:58 +0000"
The rise of the sheepgoat and gub gub dub #lawdi @tmtn,portableant,"Fri, 01 Jun 2012 17:30:42 +0000"
"And they try to get around it when they see it RT @portableant: Most archaeologists haven't heard about data validation = so, so true #lawdi",mia_out,"Fri, 01 Jun 2012 17:30:18 +0000"
#lawdi Has there ever been a findspot that revealed a whole hoard of sheepgoat?,chrpr,"Fri, 01 Jun 2012 17:29:46 +0000"
"""Here's a bunch of animal bones"". @ekansa demonstrating a retrieval service with Google Refine #lawdi",eltonteb,"Fri, 01 Jun 2012 17:29:14 +0000"
RT @chrpr: We need to get a representation of bib records / data into Freebase to allow Google Refine -based reconciliation... #lawdi #lodlam,classicslib,"Fri, 01 Jun 2012 17:28:48 +0000"
go go sheepgoat! #lawdi,paregorios,"Fri, 01 Jun 2012 17:28:30 +0000"
I second the call for an online JRA. Please. Soon. @tronchin #lawdi,austin_hoya,"Fri, 01 Jun 2012 17:27:56 +0000"
RT @chrpr: We need to get a representation of bib records / data into Freebase to allow Google Refine -based reconciliation... #lawdi #lodlam,portableant,"Fri, 01 Jun 2012 17:26:55 +0000"
"RT @tronchin: Can you folks at #lawdi form a posse and get JRA online? Seems a small task, in light of the cool big things y'all are doing.",austin_hoya,"Fri, 01 Jun 2012 17:26:24 +0000"
RT @portableant: The twitter stream is on fire at #lawdi 1000 tweets since workshop kick off #lawdi,eltonteb,"Fri, 01 Jun 2012 17:26:00 +0000"
We need to get a representation of bib records / data into Freebase to allow Google Refine -based reconciliation... #lawdi #lodlam,chrpr,"Fri, 01 Jun 2012 17:25:52 +0000"
The twitter stream is on fire at #lawdi 1000 tweets since workshop kick off #lawdi,portableant,"Fri, 01 Jun 2012 17:25:28 +0000"
@ekansa Problem of archaeology: not too many vocabularies to link to #lawdi. Will change when British Museum releases metadata,eltonteb,"Fri, 01 Jun 2012 17:23:38 +0000"
"@ekansa #lawdi ""we have a lot of animal bones""",davidamichelson,"Fri, 01 Jun 2012 17:23:26 +0000"
Stand back: on-the-fly entity-reconciliation coming from @ekansa #lawdi,JD_PhD,"Fri, 01 Jun 2012 17:23:12 +0000"
Google refine processes coming up from @ekansa for entity reconciliation on archaeological data (EOL) #lawdi,portableant,"Fri, 01 Jun 2012 17:22:59 +0000"
@portableant s/archeologists/[any class of person]/g re: haven't heard of data validation. #lawdi,chrpr,"Fri, 01 Jun 2012 17:22:56 +0000"
“@ByzCapp: @ekansa says imp strategy for participation--data sharing as *publication* #LAWDI” +1,adreinhard,"Fri, 01 Jun 2012 17:22:40 +0000"
@sebastianheath thanks again sebs @ #lawdi I learned a lot about the problem space from diff focal points,christophwarner,"Fri, 01 Jun 2012 17:22:36 +0000"
"#lawdi #opencontext saving raw data is too messy, hard to make it re-usable. Better to focus on cooked data",elli_m,"Fri, 01 Jun 2012 17:22:25 +0000"
Building Google Refine functionality directly into a web-based publication workflow system is *brilliant* #lawdi @ekansa,chrpr,"Fri, 01 Jun 2012 17:21:38 +0000"
"Most archaeologists haven't heard about data validation = so, so true #lawdi",portableant,"Fri, 01 Jun 2012 17:21:35 +0000"
"#lawdi talk done. It was really an inspiring showing, wish I could stay. Lunch with my brother @ESSTXR back from Singapore and meeting",christophwarner,"Fri, 01 Jun 2012 17:21:20 +0000"
#lawdi #opencontext including google refine into their workflow to prepare data of higher quality,elli_m,"Fri, 01 Jun 2012 17:21:19 +0000"
@ekansa says imp strategy for participation--data sharing as *publication* #LAWDI,ByzCapp,"Fri, 01 Jun 2012 17:21:03 +0000"
#lawdi Data sharing as publication - yes Eric Kansa! Now let's get the Dean on board.,Pompeiana79,"Fri, 01 Jun 2012 17:21:02 +0000"
@ekansa Cooked data can be useful for both community + for researcher: data sharing as publication. Linked data part of this strategy #lawdi,eltonteb,"Fri, 01 Jun 2012 17:20:45 +0000"
"RT @tmtn: #lawdi For an introduction to RDF and Linked Data, check out my supervisor's slides at http://t.co/yuzKkmOE",portableant,"Fri, 01 Jun 2012 17:19:11 +0000"
That's ground beef over here. RT @eltonteb: @ekansa How to describe data for reuse? Raw data looks like a dump of raw mince #lawdi,JD_PhD,"Fri, 01 Jun 2012 17:19:01 +0000"
"RT @JD_PhD: ""...a 14 is a sheep"" #lawdi from @ekansa",portableant,"Fri, 01 Jun 2012 17:18:34 +0000"
. @ekansa Discusses importance of documenting methodology for data collection even if metadata standards/structure vary. #lawdi,perrycollins,"Fri, 01 Jun 2012 17:18:00 +0000"
"@ekansa #lawdi ""we all know that 14 is a sheep."" Data can be raw.",classicslib,"Fri, 01 Jun 2012 17:17:59 +0000"
@ekansa How to describe data for reuse? Raw data looks like a dump of raw mince #lawdi,eltonteb,"Fri, 01 Jun 2012 17:17:51 +0000"
RT @sgillies: Here's a Pleiades resource that cites the Staffordshire pan @portableant showed: http://t.co/ICqzwi3z #lawdi,portableant,"Fri, 01 Jun 2012 17:17:51 +0000"
#lawdi we all know that 14 is a sheep - archaeologist describing coding methodology,elli_m,"Fri, 01 Jun 2012 17:17:41 +0000"
"""...a 14 is a sheep"" #lawdi from @ekansa",JD_PhD,"Fri, 01 Jun 2012 17:17:30 +0000"
The @findsorguk | @portableant presentation on archaeology for #LAWDI on slideshare. http://t.co/lbfKC7RH,portableant,"Fri, 01 Jun 2012 17:17:19 +0000"
@ekansa on fascinating research re: what researchers need to actually re-use data #LAWDI,ByzCapp,"Fri, 01 Jun 2012 17:16:41 +0000"
"The more I learn about Open Context and @ekansa 's work, the more I like. #lawdi",chrpr,"Fri, 01 Jun 2012 17:16:25 +0000"
#lawdi #opencontext @ekansa http://t.co/HekqB2Lb looking into how document and describe archaeological data for reuse,elli_m,"Fri, 01 Jun 2012 17:15:48 +0000"
"@adamrabinowitz @portableant Also look at Viewshare (based on Simile) for playing with both dates, places & more http://t.co/E5vxshVd #lawdi",chrpr,"Fri, 01 Jun 2012 17:15:36 +0000"
Here's a Pleiades resource that cites the Staffordshire pan @portableant showed: http://t.co/ICqzwi3z #lawdi,sgillies,"Fri, 01 Jun 2012 17:14:48 +0000"
@ekansa on the challenge of overcoming community practice - getting archaeologists to publish their data openly #lawdi,eltonteb,"Fri, 01 Jun 2012 17:14:47 +0000"
"@ekansa http://t.co/vcuYREu0, an outstanding platform for sharing archaeological, linked data. I'd love to see some Greek sites here #lawdi",adreinhard,"Fri, 01 Jun 2012 17:14:42 +0000"
@ekansa on publishing to the Web of Data. #lawdi Twitter stream about to go quiet for the next 20 minutes (via @adamrabinowitz),eltonteb,"Fri, 01 Jun 2012 17:11:06 +0000"
#lawdi Lawdites should participate in the #dayofarch @portableant,adreinhard,"Fri, 01 Jun 2012 17:10:16 +0000"
"RT @ekansa: #lawdi @portableant using linked data to enrich his own site, pulling in data from Wikipedia relating to his content",eltonteb,"Fri, 01 Jun 2012 17:09:21 +0000"
#lawdi http://t.co/Y1GSYFxY archaeologists should join up and talk about how they use linked data,elli_m,"Fri, 01 Jun 2012 17:09:19 +0000"
"#lawdi @portableant using linked data to enrich his own site, pulling in data from Wikipedia relating to his content",ekansa,"Fri, 01 Jun 2012 17:08:24 +0000"
#lawdi @portableant have you ever played with timemap.js? could be really cool to display things with dates http://t.co/K82mEt3z,adamrabinowitz,"Fri, 01 Jun 2012 17:07:46 +0000"
@portableant using open calais for named entity extraction. Pretty awesome. Another NLP tool to play with? #lawdi,chrpr,"Fri, 01 Jun 2012 17:07:40 +0000"
@elli_m #lawdi are these slides online?,davidamichelson,"Fri, 01 Jun 2012 17:07:30 +0000"
"RT @tmtn: #lawdi For an introduction to RDF and Linked Data, check out my supervisor's slides at http://t.co/yuzKkmOE",eltonteb,"Fri, 01 Jun 2012 17:06:20 +0000"
"#lawdi For an introduction to RDF and Linked Data, check out my supervisor's slides at http://t.co/yuzKkmOE",tmtn,"Fri, 01 Jun 2012 17:05:52 +0000"
"#lawdi British Museum project using Wikipedia info via dbpedia, update wikipedia page, ultimatel propagates to BM page, also in wp",elli_m,"Fri, 01 Jun 2012 17:05:02 +0000"
@portableant talk linked to http://t.co/bxOIJSlB #lawdi,ryanfb,"Fri, 01 Jun 2012 17:03:08 +0000"
"@portableant Who's using linked data? Are we reinventing the wheel? Barriers to implementation: knowledge, funding, practice, vision, #lawdi",eltonteb,"Fri, 01 Jun 2012 17:01:16 +0000"
"#lawdi title of new best-selling children's book: ""Too Many Ontologies!""",adamrabinowitz,"Fri, 01 Jun 2012 17:01:16 +0000"
RT @thememorious: #lawdi slow clap for Filemaker Pro #filemaker,sgillies,"Fri, 01 Jun 2012 17:00:33 +0000"
"#lawdi @portableant We share many of the same barriers, sadly not enough of the dive bar..",ekansa,"Fri, 01 Jun 2012 17:00:26 +0000"
@StevenEllis74 Shoemaker's children... making a FOAF doc of participants is an exercise for the afternoon. #lawdi,sgillies,"Fri, 01 Jun 2012 17:00:10 +0000"
"@eltonteb @portableant #lawdi 4ee88947acdb759523b1f563175bc963 (I Tweeted it, but only after encryption)",ekansa,"Fri, 01 Jun 2012 16:59:37 +0000"
@ekansa @portableant what shouldn't you tweet about? #lawdi,eltonteb,"Fri, 01 Jun 2012 16:58:22 +0000"
"#lawdi @portableant has Midas-XML (not much use) but also JSON, etc. for PAS",ekansa,"Fri, 01 Jun 2012 16:58:12 +0000"
#lawdi @portableant introducing http://t.co/7E9exeV0 said I shouldn't tweet something,ekansa,"Fri, 01 Jun 2012 16:57:05 +0000"
Really enjoying #lawdi both talks and the interactions. Nice to be part of this community.,tmtn,"Fri, 01 Jun 2012 16:57:02 +0000"
Thinking we might need a breakout session on creating linked data straight from filemaker pro #lawdi ..well not really,kimtruck,"Fri, 01 Jun 2012 16:56:29 +0000"
True. I might also have more. LOD is an open world. RT @JD_PhD @sgillies has four toes. #lawdi,sgillies,"Fri, 01 Jun 2012 16:55:20 +0000"
@portableant on the portable antiquities scheme http://t.co/6Fwcl6MF http://t.co/SvuPsFDU #lawdi,eltonteb,"Fri, 01 Jun 2012 16:55:15 +0000"
Anyone know where to find a program for #LAWDI that contains more info than just the surnames of the speakers? #somewhatironic,StevenEllis74,"Fri, 01 Jun 2012 16:47:40 +0000"
RT @portableant: SAY NO TO DATA SILOS #lawdi Hell yeah.,ojleaf,"Fri, 01 Jun 2012 16:07:59 +0000"
"RT @portableant: Sustainabiity of data, good uri hygiene. Clean urls - ditch .net and cgi-bin and create a better hierarchy. #lawdi Engineer your urls w/care",ojleaf,"Fri, 01 Jun 2012 16:04:39 +0000"
"“@tronchin: Can you folks at #lawdi form a posse and get JRA online? Seems a small task, in light of the cool big things y'all are doing.”",amphinitum,"Fri, 01 Jun 2012 16:00:09 +0000"
"#lawdi @christophwarner @sgillies good tools should scale down, too (not just up)",elli_m,"Fri, 01 Jun 2012 15:58:03 +0000"
"@sgillies ""Good tools should scale down too"" #lawdi",JD_PhD,"Fri, 01 Jun 2012 15:57:43 +0000"
"""Good tools should scale down"" #LAWDI",sebhth,"Fri, 01 Jun 2012 15:57:37 +0000"
@chrpr @ekansa love the code comment The URI for this file is in no way cool #lawdi,portableant,"Fri, 01 Jun 2012 15:57:10 +0000"
RT @eltonteb: #lawdi @christophwarner Up to us to make inferential reasoning to tell the difference or similarity between tomato (US) + tomato (UK) #lawdi,tmtn,"Fri, 01 Jun 2012 15:56:37 +0000"
"@chrpr @eltonteb Best practices answers question: I have data to share, how does my website work? How do users access? also URIs #lawdi",JD_PhD,"Fri, 01 Jun 2012 15:56:33 +0000"
RT @elli_m: #lawdi @christophwarner Linked Data comes before Semantics - no meaning w/out data.,tmtn,"Fri, 01 Jun 2012 15:56:15 +0000"
#lawdi @christophwarner Up to us to make inferential reasoning to tell the difference or similarity between tomato (US) + tomato (UK) #lawdi,eltonteb,"Fri, 01 Jun 2012 15:54:35 +0000"
"RT @ekansa: #LAWDI @christophwarner Be nice to programmers and sysAdmins, don't put images in relational DBs (or they throw themselves off roofs)",portableant,"Fri, 01 Jun 2012 15:53:47 +0000"
"Linked Open Omelettes. #lawdi (Okay, I'll stop now...)",chrpr,"Fri, 01 Jun 2012 15:52:54 +0000"
#lawdi @christophwarner Linked Data comes before Semantics - no meaning w/out data.,elli_m,"Fri, 01 Jun 2012 15:52:40 +0000"
RT @JD_PhD: Slow clap for #perl. #lawdi,JacobyDave,"Fri, 01 Jun 2012 15:52:15 +0000"
@christophwarner #lawdi Apache OODT: http://t.co/gt3SclX9,ekansa,"Fri, 01 Jun 2012 15:51:51 +0000"
"#lawdi getting tooled up with Apache OODT, Plone, and Pyramid",adreinhard,"Fri, 01 Jun 2012 15:51:03 +0000"
"Cool, mention of Apache OODT. Wondered if this might come up #lawdi",portableant,"Fri, 01 Jun 2012 15:50:39 +0000"
"#LAWDI @christophwarner Be nice to programmers and sysAdmins, don't put images in relational DBs (or they throw themselves off roofs)",ekansa,"Fri, 01 Jun 2012 15:50:04 +0000"
