TEXT,FROM_USER,CREATED_AT
"@sebhth just said Dogfood, sheepishly. #lawdi",thememorious,"Sat, 02 Jun 2012 15:37:27 +0000"
RT @portableant: Mentorship and pair programming is something that many in this sector don't have access to #lawdi It would drive knowledge growth.,tmtn,"Sat, 02 Jun 2012 15:36:26 +0000"
RT @adreinhard: I love you guys! This conf. has been amazing. #lawdi,portableant,"Sat, 02 Jun 2012 15:36:03 +0000"
RT @adreinhard: I love you guys! This conf. has been amazing. #lawdi,ekansa,"Sat, 02 Jun 2012 15:35:59 +0000"
I love you guys! This conf. has been amazing. #lawdi,adreinhard,"Sat, 02 Jun 2012 15:35:19 +0000"
@sebhth #lawdi the appended slash in a URI keeps Sebastian up at night,eltonteb,"Sat, 02 Jun 2012 15:35:16 +0000"
"#lawdi @sebhth working with the NYU libraries (preservation, access missions). Now with persistent URIs",ekansa,"Sat, 02 Jun 2012 15:35:06 +0000"
@sebhth #lawdi right here right now ISAW papers exist on the internet with persistent URIs,eltonteb,"Sat, 02 Jun 2012 15:34:50 +0000"
"Now up on stage, the indefatigable Sebastian Heath talking about ISAW papers. #lawdi",portableant,"Sat, 02 Jun 2012 15:33:47 +0000"
#lawdi encouraging to hear from @adreinhard about the need for tools to extract diff kinds of citations from printed publications,mr56k,"Sat, 02 Jun 2012 15:33:30 +0000"
#lawdi @sebhth Seb's head exploded but he carries on and shows ISAW papers (http://t.co/moNd4Haf),ekansa,"Sat, 02 Jun 2012 15:33:10 +0000"
@sebhth #lawdi on http://t.co/pBrRimKz and linked data,eltonteb,"Sat, 02 Jun 2012 15:32:58 +0000"
@sebhth tries without success to convince crowd he'll be calm during his own talk. #lawdi,JD_PhD,"Sat, 02 Jun 2012 15:32:37 +0000"
RT @BradHafford: Love @adreinhard presentation. Explaining exactly the kinds of things I hope for in data publication. #lawdi,davidamichelson,"Sat, 02 Jun 2012 15:32:31 +0000"
RT @paregorios: #lawdi tools for converting to RDF: http://t.co/R5vFmmUb,eltonteb,"Sat, 02 Jun 2012 15:32:01 +0000"
#lawdi tools for converting to RDF: http://t.co/R5vFmmUb,paregorios,"Sat, 02 Jun 2012 15:31:33 +0000"
RT @ekansa: #lawdi @adreinhard Great examples of linking data and publications. #TheFutureOfThePastIsAwesome,eltonteb,"Sat, 02 Jun 2012 15:31:04 +0000"
@ascsapubs kicking some linked butt with pdf catalogues that lead to on-line entries #lawdi,JD_PhD,"Sat, 02 Jun 2012 15:30:44 +0000"
RT @ekansa: #lawdi @adreinhard why can't more academic publishers be like this guy?,portableant,"Sat, 02 Jun 2012 15:30:30 +0000"
#lawdi @adreinhard Great examples of linking data and publications. #TheFutureOfThePastIsAwesome,ekansa,"Sat, 02 Jun 2012 15:30:18 +0000"
"@adreinhard or go to a record, document, image that is being interpreted by a critic so can come to our judgement about it #lawdi #yesyesyes",eltonteb,"Sat, 02 Jun 2012 15:29:49 +0000"
RT @ekansa: #lawdi @adreinhard why can't more academic publishers be like this guy?,kimtruck,"Sat, 02 Jun 2012 15:28:46 +0000"
RT @BradHafford: Love @adreinhard presentation. Explaining exactly the kinds of things I hope for in data publication. #lawdi,classicslib,"Sat, 02 Jun 2012 15:28:44 +0000"
RT @eltonteb: @adreinhard live demonstration of clickable citations down to page level #lawdi,classicslib,"Sat, 02 Jun 2012 15:28:33 +0000"
@davidamichelson #lawdi OJS Community getting bigger and seeming more sustainable. CDL a pretty recent addition. http://t.co/XUJeE8kt,chrpr,"Sat, 02 Jun 2012 15:28:25 +0000"
"RT @portableant: 'Think outside the book' exactly right, things have moved on for archaeological and museum publications #lawdi",tmtn,"Sat, 02 Jun 2012 15:27:55 +0000"
@adreinhard live demonstration of clickable citations down to page level #lawdi,eltonteb,"Sat, 02 Jun 2012 15:27:54 +0000"
Love @adreinhard presentation. Explaining exactly the kinds of things I hope for in data publication. #lawdi,BradHafford,"Sat, 02 Jun 2012 15:27:31 +0000"
RT @chrpr: @adrienhard talking about publisher-agnostic services on top of e-text. Great to hear that from someone who's a publisher! #lawdi,ekansa,"Sat, 02 Jun 2012 15:26:48 +0000"
"@classicslib @adreinhard #lawdi We could shorten to ORC, get Tolkein fans exited..",ekansa,"Sat, 02 Jun 2012 15:26:31 +0000"
RT @sgillies: BWYLTHPATPMEARLTAD! #lawdi #gubgubdub,portableant,"Sat, 02 Jun 2012 15:26:11 +0000"
"@adreinhard ""thank god for Adam Rabinowitz"" - I guess that's a shout-out #lawdi #hearhear",eltonteb,"Sat, 02 Jun 2012 15:25:56 +0000"
"""Thank God for Adam Rabinowitz"" #lawdi @adreinhard",sebhth,"Sat, 02 Jun 2012 15:25:51 +0000"
@adrienhard talking about publisher-agnostic services on top of e-text. Great to hear that from someone who's a publisher! #lawdi,chrpr,"Sat, 02 Jun 2012 15:25:47 +0000"
"#lawdi @adreinhard ""Thank God for Adam Rabinowitz"" (Yep! Wide spread feeling)",ekansa,"Sat, 02 Jun 2012 15:25:35 +0000"
#lawdi @davidamichelson Open Journal Systems is one player in the journal space http://t.co/qYk0b6RH,paregorios,"Sat, 02 Jun 2012 15:25:33 +0000"
@sgillies #wishlist BWYLTHPATPMEARLTAD! #lawdi #gubgubdub seriously the need to datamine print sources and auto tag is basic to many of us,davidamichelson,"Sat, 02 Jun 2012 15:25:25 +0000"
#lawdi @davidamichelson OJS? #LAWDI,elli_m,"Sat, 02 Jun 2012 15:25:09 +0000"
#lawdi @adreinhard DORC Dynamic Online Realtime Citations #wishlist,classicslib,"Sat, 02 Jun 2012 15:24:51 +0000"
#LAWDI #wishlist Is there a quality open source CMS for publishing an OA online journal?,davidamichelson,"Sat, 02 Jun 2012 15:24:21 +0000"
BWYLTHPATPMEARLTAD! #lawdi #gubgubdub,sgillies,"Sat, 02 Jun 2012 15:24:14 +0000"
Entity extraction for citations being mooted by @adreinhard This would be great for all the resources we're talking about. #lawdi,portableant,"Sat, 02 Jun 2012 15:24:05 +0000"
"@adreinhard our to-do list: dynamic online realtime citations, auto inventory number tracker #lawdi",eltonteb,"Sat, 02 Jun 2012 15:24:00 +0000"
RT @chrpr: #lawdi @adrienhard Infectious enthusiasm & a model for what content providers should be doing. Should be required reading for all publishers,classicslib,"Sat, 02 Jun 2012 15:23:17 +0000"
RT @JD_PhD: Shout-out to @rogueclassicist for using #pleiades in his posts! #lawdi,eltonteb,"Sat, 02 Jun 2012 15:22:59 +0000"
Shout-out to @rogueclassicist for using #pleiades in his posts! #lawdi,JD_PhD,"Sat, 02 Jun 2012 15:22:42 +0000"
"#lawdi Glad @adreinhard is bringing up the issue of funding to publications, open access - stuff does in fact cost money.",classicslib,"Sat, 02 Jun 2012 15:22:30 +0000"
"@adreinhard need to link to WorldCat, JSTOR, Pleiades, own data, http://t.co/wemgdCrx, Zotero #lawdi",eltonteb,"Sat, 02 Jun 2012 15:22:24 +0000"
"Man, I want to work with classics stuff again. #lawdi All these open resources are making me jealous. Mention of @rogueclassicist",portableant,"Sat, 02 Jun 2012 15:22:23 +0000"
#lawdi @adrienhard Infectious enthusiasm & a model for what content providers should be doing. Should be required reading for all publishers,chrpr,"Sat, 02 Jun 2012 15:22:12 +0000"
#lawdi @adrienhard Endowments. Now that's a way to do #openAccess with STYLE,ekansa,"Sat, 02 Jun 2012 15:22:09 +0000"
"RT @BradHafford: Scholarly publishing effort now is essentially steampunk #lawdi , 21st century work with 19th century models",paolomonella,"Sat, 02 Jun 2012 15:21:35 +0000"
URI fields in the in-field archeology database? Concatenate from unique data ID and other fields? #lawdi URI on the fly,Pompeiana79,"Sat, 02 Jun 2012 15:21:17 +0000"
"@ascsapubs After three years of book sales, the pdf becomes free! #openAccess #lawdi",JD_PhD,"Sat, 02 Jun 2012 15:21:03 +0000"
"@adreinhard available now on the web: http://t.co/jMrBQAv4, Open access Hesperia and free PDFs of monographs after 3 years #lawdi",eltonteb,"Sat, 02 Jun 2012 15:20:59 +0000"
@adrienhard says Hesperia to become open access. Yay! #LAWDI,ByzCapp,"Sat, 02 Jun 2012 15:20:47 +0000"
"#lawdi better ascsa open, linked data: urls: http://t.co/jRSzuMP9 and http://t.co/0vHdqeiZ",elli_m,"Sat, 02 Jun 2012 15:20:45 +0000"
"RT @portableant: 'Think outside the book' exactly right, things have moved on for archaeological and museum publications #lawdi",ekansa,"Sat, 02 Jun 2012 15:20:42 +0000"
#lawdi @adrienhard good now on how to be reciprocal in linking. Hesperia going #openaccess (article by article),ekansa,"Sat, 02 Jun 2012 15:20:24 +0000"
RT @BradHafford: Be digital world citizens: LINK to others! #lawdi,classicslib,"Sat, 02 Jun 2012 15:20:03 +0000"
"'Think outside the book' exactly right, things have moved on for archaeological and museum publications #lawdi",portableant,"Sat, 02 Jun 2012 15:19:34 +0000"
RT @paregorios: I'm gonna suggest we mint http://t.co/dNL9Jr63 as a domain for http URIs for entities of interest to ancient studies #lawdi,ryanfb,"Sat, 02 Jun 2012 15:19:23 +0000"
@thememorious @adreinhard medievalists doing crowd-sourced peer-review #LAWDI http://t.co/urDoD7Wo,ByzCapp,"Sat, 02 Jun 2012 15:19:17 +0000"
#lawdi ASCSA moved to XML workflow in order to have print+electronic. Also have all their dig data public http://t.co/O2KbHfTr,elli_m,"Sat, 02 Jun 2012 15:19:08 +0000"
RT @BradHafford: Be digital world citizens: LINK to others! #lawdi,tmtn,"Sat, 02 Jun 2012 15:19:03 +0000"
@adreinhard ASCSA have the Sebastian Heath seal of approval for stable URIs #lawdi citing @sebhth,eltonteb,"Sat, 02 Jun 2012 15:19:01 +0000"
MT @portableant #lawdi has been the best event I've ever been to in cultural heritage tech.,tmtn,"Sat, 02 Jun 2012 15:18:46 +0000"
"#lawdi @adrienhard ""going to be better world-citizens by linking"". I think the ethical benefits of linked data needs more trumpeting.",ekansa,"Sat, 02 Jun 2012 15:18:35 +0000"
Be digital world citizens: LINK to others! #lawdi,BradHafford,"Sat, 02 Jun 2012 15:18:20 +0000"
I'm the guy in the basement - @ardreinhard doing that stuff #lawdi,portableant,"Sat, 02 Jun 2012 15:17:48 +0000"
@miaridge #lawdi has been the best event I've ever been to in cultural heritage tech. I hope your NEH experience is the same.,portableant,"Sat, 02 Jun 2012 15:17:04 +0000"
"@adreinhard ASCSA moving to an XML workflow to think beyond the book to create apps, websites and link #lawdi",eltonteb,"Sat, 02 Jun 2012 15:17:00 +0000"
#lawdi first pass at moving a born-for-print bibliography to RDF: https://t.co/v4BONI4B will take a less code-intensive approach next,paregorios,"Sat, 02 Jun 2012 15:16:32 +0000"
#lawdi @adrienhard swoon! Thanks for the #OpenContext hat-tip!,ekansa,"Sat, 02 Jun 2012 15:16:07 +0000"
"@adreinhard ""Crowdsourcing Peer Review"" -- that's a very cool though difficult idea -- scary for authors and universities #lawdi",thememorious,"Sat, 02 Jun 2012 15:15:22 +0000"
@adreinhard publishing print monographs 1.5 - 5 years vs. online now #lawdi,eltonteb,"Sat, 02 Jun 2012 15:14:56 +0000"
@adreinhard likes his job! #lawdi,JD_PhD,"Sat, 02 Jun 2012 15:14:53 +0000"
"RT @BradHafford: Scholarly publishing effort now is essentially steampunk #lawdi , 21st century work with 19th century models",rlfrick,"Sat, 02 Jun 2012 15:14:26 +0000"
RT @tmtn: We should have filmed these talks at #lawdi.,portableant,"Sat, 02 Jun 2012 15:13:57 +0000"
We should have filmed these talks at #lawdi.,tmtn,"Sat, 02 Jun 2012 15:13:31 +0000"
"RT @BradHafford: Scholarly publishing effort now is essentially steampunk #lawdi , 21st century work with 19th century models",elli_m,"Sat, 02 Jun 2012 15:13:06 +0000"
"RT @BradHafford: Scholarly publishing effort now is essentially steampunk #lawdi , 21st century work with 19th century models",mr56k,"Sat, 02 Jun 2012 15:12:50 +0000"
Hope this presentation from @adreinhard goes online #lawdi And now we have ArcGIS must die feelings #lawdi,portableant,"Sat, 02 Jun 2012 15:12:47 +0000"
@adreinhard ArcGIS got a hiss #lawdi,eltonteb,"Sat, 02 Jun 2012 15:12:41 +0000"
"RT @ekansa: #lawdi @adreinhard ""Steampunk publisher"" (think goggles, zeppelins, linked data on Babbage Difference Engines",tmtn,"Sat, 02 Jun 2012 15:12:27 +0000"
@ekansa @adreinhard The zeppelin thing needs to be first attributed to @sgillies #lawdi,ekansa,"Sat, 02 Jun 2012 15:12:13 +0000"
"Scholarly publishing effort now is essentially steampunk #lawdi , 21st century work with 19th century models",BradHafford,"Sat, 02 Jun 2012 15:12:10 +0000"
#lawdi @adreinhard moving 19th C print tech to 21st C is kinda like steampunk,davidamichelson,"Sat, 02 Jun 2012 15:12:04 +0000"
@adreinhard 19C publications on your ipad = steampunk publishing #lawdi,eltonteb,"Sat, 02 Jun 2012 15:11:40 +0000"
"RT @ekansa: #lawdi @adreinhard ""Steampunk publisher"" (think goggles, zeppelins, linked data on Babbage Difference Engines",classicslib,"Sat, 02 Jun 2012 15:11:38 +0000"
RT @ekansa: @portableant #lawdi feeling is reciprocal! I need another hemisphere for my brain.,tmtn,"Sat, 02 Jun 2012 15:11:30 +0000"
"#lawdi @adreinhard ""Steampunk publisher"" (think goggles, zeppelins, linked data on Babbage Difference Engines",ekansa,"Sat, 02 Jun 2012 15:11:14 +0000"
Steampunk publishing #lawdi,portableant,"Sat, 02 Jun 2012 15:10:58 +0000"
"RT @hcayless: @adreinhard When we have people who know how to read cuneiform tablets complain that this is too hard, well...hmmmm #LAWDI",tmtn,"Sat, 02 Jun 2012 15:10:52 +0000"
@adreinhard from the American school of Class. Stud. in Athens http://t.co/PTyxnizF - how you can link to us and we can link to you #lawdi,eltonteb,"Sat, 02 Jun 2012 15:10:52 +0000"
#lawdi @adreinhard why can't more academic publishers be like this guy?,ekansa,"Sat, 02 Jun 2012 15:10:17 +0000"
"@davidamichelson @BridgetAlmas #lawdi following my previous tweet, I do want to state that I owe more alot to my student devs, thanks KK!",davidamichelson,"Sat, 02 Jun 2012 15:10:08 +0000"
"Recaffeinated, we listen to @ascsapubs on their efforts at linking. #lawdi",JD_PhD,"Sat, 02 Jun 2012 15:09:55 +0000"
@portableant #lawdi feeling is reciprocal! I need another hemisphere for my brain.,ekansa,"Sat, 02 Jun 2012 15:08:35 +0000"
RT @portableant: I've learnt more from being at #lawdi this week (especially from @ekansa) than I do in a year normally. Time/work prevents me learning more.,eltonteb,"Sat, 02 Jun 2012 15:07:38 +0000"
Working on extracting all the links from the twitter archive of the #lawdi workshop. Will add to delicious stack when done.,portableant,"Sat, 02 Jun 2012 15:07:37 +0000"
"@adreinhard When we have people who know how to read cuneiform tablets complain that this is too hard, well...hmmmm #LAWDI",hcayless,"Sat, 02 Jun 2012 15:07:18 +0000"
I've learnt more from being at #lawdi this week (especially from @ekansa) than I do in a year normally. Time/work prevents me learning more.,portableant,"Sat, 02 Jun 2012 15:06:06 +0000"
"""Learning Java was much easier than learning Greek"" @hcayless #lawdi",adreinhard,"Sat, 02 Jun 2012 15:03:59 +0000"
@BridgetAlmas #LAWDI students pool of resources-my experience this works to a degree but you have to know when they might break your project,davidamichelson,"Sat, 02 Jun 2012 14:37:13 +0000"
RT @portableant: Mentorship and pair programming is something that many in this sector don't have access to #lawdi It would drive knowledge growth.,ekansa,"Sat, 02 Jun 2012 14:37:04 +0000"
#lawdi http://t.co/krIlbxdv,JD_PhD,"Sat, 02 Jun 2012 14:36:38 +0000"
Mentorship and pair programming is something that many in this sector don't have access to #lawdi It would drive knowledge growth.,portableant,"Sat, 02 Jun 2012 14:36:26 +0000"
"RT @BridgetAlmas: #lawdi re resources, maybe disruptive & naive but aren't students a large pool of likely competent resources to help w/ hacking & linking?",eltonteb,"Sat, 02 Jun 2012 14:36:18 +0000"
"#lawdi Like, getting to the point of figuring out what you need to learn is actually a challenge. (plus the ""too busy"" problem.)",classicslib,"Sat, 02 Jun 2012 14:35:38 +0000"
@BridgetAlmas This student says yes. #LAWDI,ByzCapp,"Sat, 02 Jun 2012 14:35:25 +0000"
"#lawdi It's daunting to think about moving to the next level - develop own scripts, learn to code - need a mentor.",classicslib,"Sat, 02 Jun 2012 14:34:18 +0000"
"#lawdi re resources, maybe disruptive & naive but aren't students a large pool of likely competent resources to help w/ hacking & linking?",BridgetAlmas,"Sat, 02 Jun 2012 14:33:43 +0000"
"We don't all have to be coders, but we should probably understand aspects of it, what it can do #lawdi",BradHafford,"Sat, 02 Jun 2012 14:32:32 +0000"
Please don't learn to code: http://t.co/9iFK0tpU Relevant? #lawdi,JD_PhD,"Sat, 02 Jun 2012 14:32:08 +0000"
"@sebhth ""Starting to think about the pure #lawdi #hackfest proposal."" #Wishlist I really think this is a necessity.",davidamichelson,"Sat, 02 Jun 2012 14:31:00 +0000"
"great discussion on whether we all need to be coders, to what extent, how, with what resources, etc @adamrabinowitz @paregorios #lawdi",eltonteb,"Sat, 02 Jun 2012 14:30:32 +0000"
good metaphor from Getting Started discussion: Linked Data community as an ecosystem #LAWDI,ByzCapp,"Sat, 02 Jun 2012 14:30:29 +0000"
Rabinowitz has got us going now! #lawdi,JD_PhD,"Sat, 02 Jun 2012 14:29:58 +0000"
Starting to think about the pure #lawdi #hackfest proposal.,sebhth,"Sat, 02 Jun 2012 14:27:33 +0000"
"#lawdi #wishlist if we start some new web space, please let it have a feed, to make it easy to monitor.",elli_m,"Sat, 02 Jun 2012 14:23:40 +0000"
RT @paregorios: #lawdi github gists,portableant,"Sat, 02 Jun 2012 14:22:54 +0000"
@sebhth http://t.co/2PpOsqaN low barrier entry point for sharing snippets of code with URI; @leifuss @Pelagiosproject github record #lawdi,eltonteb,"Sat, 02 Jun 2012 14:21:32 +0000"
RT @elli_m: #lawdi places for sharing programming snippets http://t.co/CvxUlBVT and github also offers something similar,tmtn,"Sat, 02 Jun 2012 14:20:32 +0000"
"#lawdi Facebook group for continued dialogue, pasting code, adding links to GitHub and elsewhere, plus planning for Drew 2013?",adreinhard,"Sat, 02 Jun 2012 14:20:07 +0000"
#lawdi places for sharing programming snippets http://t.co/CvxUlBVT and github also offers something similar,elli_m,"Sat, 02 Jun 2012 14:20:06 +0000"
#lawdi github gists,paregorios,"Sat, 02 Jun 2012 14:19:44 +0000"
@CWBlackwell #LAWDI #wishlist Place to share snip-its of code and scripts,davidamichelson,"Sat, 02 Jun 2012 14:19:43 +0000"
#lawdi http://t.co/jpj2g1IO,paregorios,"Sat, 02 Jun 2012 14:19:35 +0000"
The full documentation of how @researchspace is to be implemented is really needed and soon. #lawdi Please.....,portableant,"Sat, 02 Jun 2012 14:18:45 +0000"
RT @eltonteb @adamrabinowitz Point 4: have concrete case studies showing the baby steps #lawdi #wishlist,davidamichelson,"Sat, 02 Jun 2012 14:17:05 +0000"
RT @sebhth: http://t.co/bQKwdYun #LAWDI Journal of Open Archaeological Data,IainMcKechnie,"Sat, 02 Jun 2012 14:16:42 +0000"
*so proud* RT @portableant: And a #lawdi cloud modified for handles and new entries in the mix. Gub is still there.... http://t.co/R9lKmrHb,tmtn,"Sat, 02 Jun 2012 14:16:27 +0000"
"#lawdi a cpl other sites for DH Q&A, tools & collaborators http://t.co/VlVJSF29 #dhcom http://t.co/A6pPKNAK",BridgetAlmas,"Sat, 02 Jun 2012 14:16:19 +0000"
"RT @adreinhard: +1 “@rogueclassicist: in the spirit of #lawdi , rogueclassicism will now be making efforts to link news items to pleiades ...”",classicslib,"Sat, 02 Jun 2012 14:16:18 +0000"
"RT @adreinhard: +1 “@rogueclassicist: in the spirit of #lawdi , rogueclassicism will now be making efforts to link news items to pleiades ...”",eltonteb,"Sat, 02 Jun 2012 14:16:11 +0000"
RT @ekansa: #lawdi @elli_m noting that great discussion and help found here: http://t.co/W54YAsxW,classicslib,"Sat, 02 Jun 2012 14:15:49 +0000"
RT @JD_PhD: Adam Rabinowitz has enormous problems. #lawdi,ekansa,"Sat, 02 Jun 2012 14:14:42 +0000"
@adamrabinowitz Point 4: have concrete case studies showing the steps of making your data into RDF and what you can then do with it #lawdi,eltonteb,"Sat, 02 Jun 2012 14:14:37 +0000"
#lawdi @elli_m noting that great discussion and help found here: http://t.co/W54YAsxW,ekansa,"Sat, 02 Jun 2012 14:14:35 +0000"
"+1 “@rogueclassicist: in the spirit of #lawdi , rogueclassicism will now be making efforts to link news items to pleiades ...”",adreinhard,"Sat, 02 Jun 2012 14:14:23 +0000"
#LAWDI #wishlist http://t.co/zvTcoWJ1,davidamichelson,"Sat, 02 Jun 2012 14:13:59 +0000"
And a #lawdi cloud modified for handles and new entries in the mix. Gub is still there.... http://t.co/2hqsEhLx,portableant,"Sat, 02 Jun 2012 14:13:48 +0000"
#lawdi don't forget that a place to go if you have a small scale question is http://t.co/Krs4047J DH Q&A,elli_m,"Sat, 02 Jun 2012 14:13:46 +0000"
"in the spirit of #lawdi , rogueclassicism will now be making efforts to link news items to pleiades ...",rogueclassicist,"Sat, 02 Jun 2012 14:13:43 +0000"
RT @portableant: A #lawdi cloud of words with tweet handles http://t.co/sWyQnzMr,tmtn,"Sat, 02 Jun 2012 14:13:13 +0000"
A #lawdi cloud of words with tweet handles http://t.co/sWyQnzMr,portableant,"Sat, 02 Jun 2012 14:13:03 +0000"
@adamrabinowitz Point 3: have a space both to ask questions and do stuff - like a hacking session with practitioners and techies #lawdi,eltonteb,"Sat, 02 Jun 2012 14:11:45 +0000"
Adam Rabinowitz has enormous problems. #lawdi,JD_PhD,"Sat, 02 Jun 2012 14:11:32 +0000"
Community space for people who need help with linked data? A kind of match service for tech and non-tech people? #lawdi,BradHafford,"Sat, 02 Jun 2012 14:10:54 +0000"
#LAWDI Getting Started #breakout group noted that there are many points of departure for actually getting started with #LOD,ByzCapp,"Sat, 02 Jun 2012 14:10:49 +0000"
"@adamrabinowitz Point 2: have tools like Google Refine, which allow you to turn your places into Pleaides URIs #lawdi",eltonteb,"Sat, 02 Jun 2012 14:10:05 +0000"
"#lodlam RT @tmtn: #lawdi consensus: link to http://t.co/pMxZn05y, http://t.co/lJj9YLKr, and http://t.co/e2LjIyiX if and when you can.",mia_out,"Sat, 02 Jun 2012 14:09:30 +0000"
"#lawdi some tools exist, some guidelines exist, but need better intros, more specific tools,",elli_m,"Sat, 02 Jun 2012 14:09:27 +0000"
"@OonaghTweets so exciting! Do you know any of the people at the #lawdi workshop? (People at #lawdi, Oonagh is a museum person visiting NYC)",mia_out,"Sat, 02 Jun 2012 14:08:58 +0000"
"@adamrabinowitz Point 1: we need better tools and resources that people can use, which explain what they do and how they are relevant #lawdi",eltonteb,"Sat, 02 Jun 2012 14:07:50 +0000"
#lawdi goals for which ones is getting started are relatively clear-sharing of data. Outcome: need better collection of resources,elli_m,"Sat, 02 Jun 2012 14:07:23 +0000"
Getting started with linked data not easy; Indeed! All starting at some level. #lawdi,BradHafford,"Sat, 02 Jun 2012 14:07:18 +0000"
Remind me who found and showed Ur(i) from Pleiades? #lawdi,sgillies,"Sat, 02 Jun 2012 14:07:13 +0000"
"#lawdi @adamrabinowitz reports from Getting Started breakout group. Getting Started is hard, people at different levels of ability.",elli_m,"Sat, 02 Jun 2012 14:06:08 +0000"
"@adamrabinowitz It's hard to get started - not just because of difficulty of vocab (RDF, etc) but also we have different expertise #lawdi",eltonteb,"Sat, 02 Jun 2012 14:06:04 +0000"
#lawdi interesting discussion about shared services (big orgs supporting smaller orgs). Sounds nice!,ekansa,"Sat, 02 Jun 2012 14:04:41 +0000"
#LAWDI prosopography comes up as a need again #wishlist,davidamichelson,"Sat, 02 Jun 2012 14:04:32 +0000"
RT @portableant: This project in the UK will possibly help #lawdi people when concluded - citizen science etc http://t.co/jsxCz9EE and http://t.co/S1djiE3f,eltonteb,"Sat, 02 Jun 2012 14:04:10 +0000"
ICOM on URIs: http://t.co/wJ9XfKMs #lawdi,Menetys,"Sat, 02 Jun 2012 14:02:21 +0000"
"@adreinhard in crowdsourcing projects, allow participants to get the data they (and others) put in #lawdi",eltonteb,"Sat, 02 Jun 2012 14:01:22 +0000"
@adreinhard @BridgetAlmas How to link between different projects? Share better. Use Pleiades (stable place URIs) to anchor research #lawdi,eltonteb,"Sat, 02 Jun 2012 14:00:26 +0000"
"I find that a key #lawdi phrase: ""We can leverage the work that all of us are doing."" Yes!",chrpr,"Sat, 02 Jun 2012 13:59:52 +0000"
"RT @ekansa: #lawdi @adreinhard talking about institutions sharing data, cross referencing data.",eltonteb,"Sat, 02 Jun 2012 13:58:14 +0000"
"#lawdi @adreinhard talking about institutions sharing data, cross referencing data.",ekansa,"Sat, 02 Jun 2012 13:56:56 +0000"
#lawdi FYI: among the *many* things @DublinCore is working on: infrastructure and best practices for vocabulary mapping and alignment.,chrpr,"Sat, 02 Jun 2012 13:52:57 +0000"
"@sebhth ""mixing and matching is deeply efficient"" #lawdi",tmtn,"Sat, 02 Jun 2012 13:51:02 +0000"
@sebht best practice for mix and match use DC then SKOS #LAWDI,davidamichelson,"Sat, 02 Jun 2012 13:50:21 +0000"
Lawdites now part of the Dublin Corps (pun intended) #lawdi,adreinhard,"Sat, 02 Jun 2012 13:50:21 +0000"
"#lawdi @paregorios: ""Prosopography (people) another important entity to pivot around""",ekansa,"Sat, 02 Jun 2012 13:49:54 +0000"
"MT @ByzCapp: advice from @sebhth: ""design projects so that URIs (not URLs) end up in address bar,"" not hidden off to the side #LAWDI",tmtn,"Sat, 02 Jun 2012 13:49:20 +0000"
"#LAWDI #Wishlist Prosopography, could we please get these folks together asks @paregorios",davidamichelson,"Sat, 02 Jun 2012 13:48:51 +0000"
"RT @ByzCapp: advice from @sebhth: ""design projects so that URLs end up in address bar,"" not hidden off to the side #LAWDI",tmtn,"Sat, 02 Jun 2012 13:48:29 +0000"
"advice from @sebhth: ""design projects so that URLs end up in address bar,"" not hidden off to the side #LAWDI",ByzCapp,"Sat, 02 Jun 2012 13:48:06 +0000"
"@sebhth When you design your project, make sure you have your permanent link in the address bar where people can see and use it #lawdi",eltonteb,"Sat, 02 Jun 2012 13:47:56 +0000"
@sebhth Could World Cat please include their permalinks in their URLs? #LAWDI #wishlist,davidamichelson,"Sat, 02 Jun 2012 13:47:33 +0000"
#WorldCat wants us to link to them: http://t.co/oZ8HOgzr #lawdi,JD_PhD,"Sat, 02 Jun 2012 13:46:13 +0000"
"RT @adreinhard: All referenceable publications online should have a URI #lawdi (and it should be at least to the article level, but better, the page no.)",eltonteb,"Sat, 02 Jun 2012 13:44:44 +0000"
@paregorios @portableant #lawdi it's because we're still and insurgency fighting the power. #JSTORnotBeingVeryCool,ekansa,"Sat, 02 Jun 2012 13:44:34 +0000"
#lawdi: lamenting the fact that bibliographic data is not as ready for LOD either in terms of widely used URIs or a schema more in depth,davidamichelson,"Sat, 02 Jun 2012 13:44:34 +0000"
"All referenceable publications online should have a URI #lawdi (and it should be at least to the article level, but better, the page no.)",adreinhard,"Sat, 02 Jun 2012 13:44:16 +0000"
"RT @ekansa: #lawdi sadly there is no good URI for many journals. But, often just link to #JSTOR (blech. closed, redirects to ugly URI)",eltonteb,"Sat, 02 Jun 2012 13:42:47 +0000"
"RT @tmtn: When Aphrodite and Ares go to bed: ""It's not p*rn*graphy, it's philology, man"" #lawdi",lizgloyn,"Sat, 02 Jun 2012 13:42:21 +0000"
Censorship of tweeting by the speaker :) #lawdi,portableant,"Sat, 02 Jun 2012 13:42:14 +0000"
"#lawdi sadly there is no good URI for many journals. But, often just link to #JSTOR (blech. closed, redirects to ugly URI)",ekansa,"Sat, 02 Jun 2012 13:41:38 +0000"
RT @portableant: Please stand up the authority on bibliographies in the room #lawdi I'm not Spartacus.,tmtn,"Sat, 02 Jun 2012 13:41:16 +0000"
We have until 10.30. But not you @sebhth #lawdi - useful disambiguation by @paregorios,eltonteb,"Sat, 02 Jun 2012 13:40:15 +0000"
Please stand up the authority on bibliographies in the room #lawdi I'm not Spartacus.,portableant,"Sat, 02 Jun 2012 13:40:12 +0000"
